,datetime,measured_from,precise,lat,lng,ghpe
294,2024:04:27 13:38:12,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
295,2024:04:27 13:36:39,P3,on,45.82841944444445,15.220308333333334,3.5355339046563916
296,2024:04:27 13:33:06,P1,on,45.828472222222224,15.22048888888889,4.749662678780246
297,2024:04:27 13:35:51,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
298,2024:04:27 13:34:48,P2,on,45.828430555555556,15.220244444444445,4.169383434771103
299,2024:04:27 13:33:51,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
300,2024:04:27 13:32:58,P1,on,45.82846388888889,15.220483333333334,4.7550419361034635
301,2024:04:27 13:38:01,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
302,2024:04:27 13:36:47,P3,on,45.82840277777778,15.220358333333333,4.592671530453316
303,2024:04:27 13:34:55,P2,on,45.828430555555556,15.220247222222222,4.592671694587199
304,2024:04:27 13:37:32,P3,on,45.82836666666667,15.220605555555556,4.726198720821282
305,2024:04:27 13:33:10,P1,on,45.828475000000005,15.220491666666668,4.755432339277686
306,2024:04:27 13:32:32,P1,on,45.828475000000005,15.220480555555556,4.763037869113086
307,2024:04:27 13:33:14,P1,on,45.828472222222224,15.220491666666668,4.755519456545817
308,2024:04:27 13:32:51,P1,on,45.82846944444445,15.220491666666668,4.763754755633597
309,2024:04:27 13:34:44,P2,on,45.828430555555556,15.220244444444445,4.169383439075972
310,2024:04:27 13:32:27,P1,on,45.828472222222224,15.220483333333334,4.759199438202248
311,2024:04:27 13:36:50,P3,on,45.82840277777778,15.220358333333333,4.592671504514387
312,2024:04:27 13:33:15,P1,on,45.828472222222224,15.22048611111111,4.756394774398946
313,2024:04:27 13:37:40,P3,on,45.82836666666667,15.220605555555556,4.731595511767925
314,2024:04:27 13:34:40,P2,on,45.828425,15.22023888888889,3.5355339046563916
315,2024:04:27 13:37:23,P3,on,45.82836666666667,15.220605555555556,4.7289152324501895
